CUSTOMER_ID,CUSTOMER_KEY,CUSTOMER_TITLE,CITY_NAME,STATE_NAME,DISTRICT_NAME,COUNTRY_NAME,POSTAL_CODE,CUSTOMER_TYPE,CUSTOMER_GENDER,CUSTOMER_DATE_OF_BIRTH,CUSTOMER_BUS_REG_NO,CUSTOMER_BUS_REG_NO_FLG,CUSTOMER_MARITAL_STATUS,CUSTOMER_PROFESSION,IS_CUSTOMER_MINOR,CUSTOMER_PRIMARY_SOL_ID,CUSTOMER_HEALTH_CODE,CUSTOMER_CATEGORY,CUST_TYPE_KEY,CUST_GRP_KEY,CUST_CONST_KEY,CUSTOMER_RISK_GRADE,CUST_FIRST_ACCT_DATE,IS_EMPLOYEE,CUSTOMER_COUNTRY_CODE,CUSTOMER_DELETE_FLAG,CUSTOMER_FAMILY_KEY,LAST_UPDATE_DATE,SMS_ALERTZ_STATUS,SMS_ALERTZ_INIT_SOL,SMS_ALERTZ_SERVICE_PROVIDER,Z_RELOAD_STATUS,VISHWA_STATUS,CREDIT_CARD_ACCOUNT_NUMBER_FLG,DEBIT_CARD_NUMBER_FLG
300316210,2770,Mr,,,,,16534,Individual,Male,1980/04/28,N/APPLICABLE,N,Single,Recruiter,N,091,C+,Normal,22,17,52,Not Updated,124.246.202.34,No,LK,Active,217.162.47.222,2018/08/21,Active,007,Dialog,N/A,RETAIL-12022019,N,Y
300316219,2773,Rev,Vavuniya,Northern,Vavuniya,Sri Lanka,20088,Individual,Male,1981/10/13,N/APPLICABLE,N,Single,Senior Sales Associate,N,112,B+,Normal,22,17,52,Not Updated,252.60.142.173,No,LK,Active,181.126.207.213,2018/08/25,Not Registered,041,No Provider,N/A,N/A,N,N
300316228,2770,Dr,Galle,Southern,Galle,Sri Lanka,78470,Individual,Male,1996/04/17,N/APPLICABLE,N,Married,Senior Cost Accountant,N,042,,Normal,22,17,52,Not Updated,106.196.211.212,No,LK,Active,158.136.186.5,2018/07/06,Active,040,Dialog,N/A,RETAIL-12022019,N,N
300316237,2771,Ms,Trincomalee,Eastern,Trincomalee,Sri Lanka,55103,Individual,Female,1982/01/07,N/APPLICABLE,N,Married,Financial Advisor,N,008,,Normal,22,471,52,Not Updated,46.48.190.99,No,LK,Active,168.160.151.130,2019/01/01,Active,012,Dialog,N/A,RETAIL-12022019,N,N
300316246,2774,Mr,Batticaloa,Eastern,Batticaloa,Sri Lanka,30316,Individual,Female,1996/03/02,N/APPLICABLE,N,Single,Structural Analysis Engineer,N,092,B+,Normal,22,471,52,Not Updated,105.166.252.125,No,LK,Active,200.238.3.59,2019/02/21,Not Registered,008,No Provider,N/A,N/A,N,Y
300316255,2771,Mr,Jaffna,Northern,Jaffna,Sri Lanka,92513,Individual,Female,1976/09/14,N/APPLICABLE,N,,Environmental Specialist,N,113,,Normal,22,17,52,Not Updated,193.53.123.0,No,LK,Active,56.92.100.146,2018/12/05,Active,042,Dialog,N/A,RETAIL-12022019,N,Y
300316264,2772,Mr,Katunayake,Western,Gampaha,Sri Lanka,75277,Individual,Female,1995/12/21,N/APPLICABLE,N,Married,Mechanical Systems Engineer,N,040,,Normal,22,17,52,Not Updated,61.106.207.32,No,LK,Active,178.116.166.230,2018/11/12,Active,041,Dialog,N/A,RETAIL-12022019,N,Y
300316273,2775,Honorable,Dambulla,Central,Matale,Sri Lanka,71151,Individual,Male,1973/08/11,N/APPLICABLE,N,Single,Junior Executive,N,006,,Normal,22,17,52,Not Updated,47.94.63.30,No,LK,Active,40.175.215.228,2018/10/13,Not Registered,013,No Provider,N/A,N/A,N,N
300316282,2772,Mr,Kolonnawa,Western,Colombo,Sri Lanka,19897,Individual,Female,1985/10/19,N/APPLICABLE,N,Single,Accounting Assistant II,N,090,,Normal,22,471,52,Not Updated,44.192.178.67,No,LK,Active,213.98.177.133,2018/08/18,Active,009,Dialog,N/A,RETAIL-12022019,N,Y
300316291,2773,Rev,Anuradhapura,North Central,Anuradhapura,Sri Lanka,35405,Individual,Female,1971/03/03,N/APPLICABLE,N,Married,Technical Writer,N,111,A+,Normal,22,471,52,Not Updated,73.28.221.227,No,LK,Active,50.160.89.149,2018/10/16,Active,043,Dialog,N/A,RETAIL-12022019,N,N
300316300,2776,Rev,Ratnapura,Sabaragamuwa,Ratnapura,Sri Lanka,64054,Individual,Female,1988/12/29,N/APPLICABLE,N,Married,VP Quality Control,N,041,C+,Normal,22,18,52,Not Updated,19.70.97.62,No,LK,Active,178.79.183.48,2018/07/16,Not Registered,042,No Provider,N/A,N/A,N,Y
300316309,2773,Ms,Badulla,Uva,Badulla,Sri Lanka,76178,Individual,Female,1997/05/04,N/APPLICABLE,N,Single,Programmer Analyst I,N,007,B+,Normal,22,18,52,Not Updated,42.66.107.114,No,LK,Active,60.222.212.24,2018/12/02,Active,014,Dialog,N/A,RETAIL-12022019,N,N
300316318,2767,Dr,Matara,Southern,Matara,Sri Lanka,40581,Individual,Female,1998/12/16,N/APPLICABLE,N,,Marketing Manager,N,091,,Normal,22,18,52,Not Updated,14.15.24.48,No,LK,Active,107.75.54.181,2019/02/10,Active,010,Dialog,N/A,RETAIL-12022019,N,Y
300316327,2768,Mr,Puttalam,North Western,Puttalam,Sri Lanka,10705,Individual,Female,1982/10/17,N/APPLICABLE,N,Married,VP Marketing,N,112,,Normal,22,472,52,Not Updated,217.69.165.117,No,LK,Active,38.66.163.56,2019/01/05,Not Registered,044,No Provider,N/A,N/A,N,N
300316336,2771,Dr,Chavakacheri,Northern,Jaffna,Sri Lanka,20022,Individual,Male,1973/08/30,N/APPLICABLE,N,Single,Senior Editor,N,042,B+,Normal,22,472,52,Not Updated,25.66.204.170,No,LK,Active,76.201.56.48,2018/12/26,Active,043,Dialog,N/A,RETAIL-12022019,N,Y
300316345,2768,Honorable,Kattankudy,Eastern,Batticaloa,Sri Lanka,6825,Individual,Male,1994/03/30,N/APPLICABLE,N,Single,Programmer IV,N,008,C+,Normal,22,18,52,Not Updated,246.211.122.213,No,LK,Active,31.86.162.193,2018/10/29,Active,015,Dialog,N/A,RETAIL-12022019,N,N
300316354,2769,Honorable,Matale,Central,Matale,Sri Lanka,18505,Individual,Male,1984/09/02,N/APPLICABLE,N,,Statistician II,N,092,B+,Normal,22,18,52,Not Updated,99.197.189.223,No,LK,Active,120.9.188.63,2018/06/30,Not Registered,011,No Provider,N/A,N/A,N,Y
300316363,2772,Dr,Kalutara,Western,Kalutara,Sri Lanka,78291,Individual,Female,1985/03/30,N/APPLICABLE,N,Married,Associate Professor,N,113,,Normal,22,18,52,Not Updated,147.158.201.107,No,LK,Active,180.52.154.243,2018/12/01,Active,045,Dialog,N/A,RETAIL-12022019,N,N
300316372,2769,Dr,Mannar,Northern,Mannar,Sri Lanka,79940,Individual,Male,1974/07/08,N/APPLICABLE,N,Single,Software Consultant,N,043,,Normal,22,472,52,Not Updated,5.58.32.207,No,LK,Active,138.82.122.164,2018/07/24,Active,044,Dialog,N/A,RETAIL-12022019,N,N
300316381,2770,Mrs,Panadura,Western,Kalutara,Sri Lanka,80638,Individual,Female,1992/10/21,N/APPLICABLE,N,Single,Geologist III,N,009,B+,Normal,22,472,52,Not Updated,121.134.253.146,No,LK,Active,128.200.182.33,2018/11/30,Not Registered,016,No Provider,N/A,N/A,N,N
300316390,2773,Mrs,Beruwala,Western,Kalutara,Sri Lanka,35220,Individual,Male,1985/04/13,N/APPLICABLE,N,Married,Paralegal,N,093,,Normal,22,19,52,Not Updated,47.9.139.252,No,LK,Active,169.113.126.222,2018/11/05,Active,012,Dialog,N/A,RETAIL-12022019,N,Y
300316399,2770,Rev,Ja-Ela,Western,Gampaha,Sri Lanka,24503,Individual,Male,1976/04/27,N/APPLICABLE,N,Married,Developer II,N,114,,Normal,22,19,52,Not Updated,6.236.154.195,No,LK,Active,5.84.205.36,2018/05/24,Active,046,Dialog,N/A,RETAIL-12022019,N,Y
300316408,2771,Rev,Point Pedro,Northern,Jaffna,Sri Lanka,57188,Individual,Female,1993/12/13,N/APPLICABLE,N,Single,Speech Pathologist,N,041,,Normal,22,19,476,Not Updated,131.139.110.29,No,LK,Active,114.66.175.160,2018/07/17,Not Registered,045,No Provider,N/A,N/A,N,Y
300316417,2774,Mrs,Kelaniya,Western,Gampaha,Sri Lanka,94286,Individual,Male,1980/04/29,N/APPLICABLE,N,,Financial Advisor,N,007,,Normal,22,473,476,Not Updated,92.49.18.235,No,LK,Active,43.233.197.168,2019/01/13,Active,017,Dialog,N/A,RETAIL-12022019,N,N
300316426,2771,Dr,Peliyagoda,Western,Gampaha,Sri Lanka,45432,Individual,Male,1970/08/09,N/APPLICABLE,N,Married,Senior Developer,N,091,A+,Normal,22,473,476,Not Updated,162.50.79.78,No,LK,Active,227.166.215.36,2019/03/07,Active,013,Dialog,N/A,RETAIL-12022019,N,Y
300316435,2772,Ms,Kurunegala,North Western,Kurunegala,Sri Lanka,32825,Individual,Male,1998/04/26,N/APPLICABLE,N,Single,Civil Engineer,N,112,C+,Normal,22,19,476,Not Updated,188.112.240.242,No,LK,Active,141.80.160.251,2019/01/18,Not Registered,047,No Provider,N/A,N/A,N,N
300316444,2775,Honorable,Wattala,Western,Gampaha,Sri Lanka,19141,Individual,Female,1993/06/07,N/APPLICABLE,N,Single,General Manager,N,042,B+,Normal,22,19,476,Not Updated,175.209.154.76,No,LK,Active,230.49.114.249,2018/10/15,Active,046,Dialog,N/A,RETAIL-12022019,N,Y
300316453,2772,Dr,Gampola,Central,Kandy,Sri Lanka,33462,Individual,Male,1984/08/12,N/APPLICABLE,N,Married,Health Coach II,N,008,,Normal,22,19,476,Not Updated,245.220.93.0,No,LK,Active,6.57.199.93,2018/10/24,Active,018,Dialog,N/A,RETAIL-12022019,N,N
300316462,2773,Dr,Nuwara Eliya,Central,Nuwara Eliya,Sri Lanka,8650,Individual,Female,1984/04/08,N/APPLICABLE,N,Married,Account Executive,N,092,,Normal,22,473,476,Not Updated,72.50.254.7,No,LK,Active,250.72.231.70,2019/01/19,Active,014,Dialog,N/A,RETAIL-12022019,N,Y
300316471,2776,Honorable,Valvettithurai,Northern,Jaffna,Sri Lanka,94042,Individual,Female,1995/04/11,N/APPLICABLE,N,Single,Geological Engineer,N,113,B+,Normal,22,473,476,Not Updated,151.245.92.96,No,LK,Active,2.29.123.140,2019/01/01,Not Registered,048,No Provider,N/A,N/A,N,N
300316480,2773,Mrs,Chilaw,North Western,Puttalam,Sri Lanka,6140,Individual,Female,1984/04/29,N/APPLICABLE,N,,Database Administrator IV,N,043,,Normal,22,20,476,Not Updated,193.146.245.38,No,LK,Active,232.229.247.170,2018/05/07,Active,047,Dialog,N/A,RETAIL-12022019,N,Y
300316489,2774,Honorable,Eravur,Eastern,Batticaloa,Sri Lanka,75037,Individual,Male,1988/09/21,N/APPLICABLE,N,Married,Environmental Tech,N,009,,Normal,22,20,476,Not Updated,245.72.192.238,No,LK,Active,184.117.148.141,2018/06/17,Active,019,Dialog,N/A,RETAIL-12022019,N,N
300316498,2777,Mr,Avissawella,Western,Colombo,Sri Lanka,20904,Individual,Male,1996/08/15,N/APPLICABLE,N,Single,Help Desk Technician,N,093,,Normal,22,20,476,Not Updated,104.108.230.120,No,LK,Active,252.37.160.212,2018/09/02,Not Registered,015,No Provider,N/A,N/A,N,Y
300316507,2774,Dr,Weligama,Southern,Matara,Sri Lanka,60691,Individual,Male,1994/06/17,N/APPLICABLE,N,Single,Graphic Designer,N,114,,Normal,22,474,476,Not Updated,245.214.105.198,No,LK,Active,162.0.85.77,2018/12/20,Active,049,Dialog,N/A,RETAIL-12022019,N,N
300316516,2768,Mrs,Ambalangoda,Southern,Galle,Sri Lanka,25389,Individual,Female,1986/12/18,N/APPLICABLE,N,Married,Nuclear Power Engineer,N,044,A+,Normal,22,474,476,Not Updated,102.192.40.193,No,LK,Active,80.181.198.236,2019/02/18,Active,048,Dialog,N/A,RETAIL-12022019,N,N
300316525,2769,Ms,Ampara,Eastern,Ampara,Sri Lanka,39216,Individual,Male,1991/09/09,N/APPLICABLE,N,Married,Senior Editor,N,010,C+,Normal,22,20,476,Not Updated,95.102.75.172,No,LK,Active,136.16.204.47,2018/06/16,Not Registered,020,No Provider,N/A,N/A,N,N
300316534,2772,Dr,Kegalle,Sabaragamuwa,Kegalle,Sri Lanka,28284,Individual,Male,1983/05/26,N/APPLICABLE,N,Single,Research Assistant IV,N,094,B+,Normal,22,20,476,Not Updated,11.205.215.213,No,LK,Active,198.63.19.239,2018/06/15,Active,016,Dialog,N/A,RETAIL-12022019,N,Y
300316543,2769,Dr,Hatton,Central,Nuwara Eliya,Sri Lanka,14233,Individual,Female,1984/08/28,N/APPLICABLE,N,,Recruiter,N,115,,Normal,22,20,476,Not Updated,173.213.104.101,No,LK,Active,64.146.160.75,2018/11/24,Active,050,Dialog,N/A,RETAIL-12022019,N,Y
300316552,2770,Dr,Nawalapitiya,Central,Kandy,Sri Lanka,98481,Individual,Female,1983/07/15,N/APPLICABLE,N,Married,Data Coordiator,N,042,,Normal,22,474,52,Not Updated,42.171.128.16,No,LK,Active,127.242.171.68,2018/06/02,Not Registered,049,No Provider,N/A,N/A,N,Y
300316561,2773,Rev,Balangoda,Sabaragamuwa,Ratnapura,Sri Lanka,64187,Individual,Female,1988/04/17,N/APPLICABLE,N,Single,VP Accounting,N,008,B+,Normal,22,474,52,Not Updated,16.111.54.42,No,LK,Active,171.12.218.12,2018/10/22,Active,021,Dialog,N/A,RETAIL-12022019,N,N
300316570,2770,Dr,Hambantota,Southern,Hambantota,Sri Lanka,85020,Individual,Female,1979/12/29,N/APPLICABLE,N,Single,Programmer III,N,092,C+,Normal,22,21,52,Not Updated,20.44.52.176,No,LK,Active,114.167.31.24,2018/10/14,Active,017,Dialog,N/A,RETAIL-12022019,N,Y
300316579,2771,Honorable,Tangalle,Southern,Hambantota,Sri Lanka,24020,Individual,Male,1980/09/20,N/APPLICABLE,N,,Data Coordiator,N,113,B+,Normal,22,21,52,Not Updated,251.230.62.187,No,LK,Active,209.156.143.211,2018/09/18,Not Registered,051,No Provider,N/A,N/A,N,N
300316588,2774,Ms,Moneragala,Uva,Moneragala,Sri Lanka,36670,Individual,Female,1975/10/13,N/APPLICABLE,N,Married,General Manager,N,043,,Normal,22,21,52,Not Updated,25.162.211.229,No,LK,Active,104.148.248.81,2018/07/03,Active,050,Dialog,N/A,RETAIL-12022019,N,Y
300316597,2771,Mr,Gampaha,Western,Gampaha,Sri Lanka,60663,Individual,Male,1991/03/06,N/APPLICABLE,N,Single,Systems Administrator IV,N,009,,Normal,22,475,52,Not Updated,11.111.87.218,No,LK,Active,54.42.1.35,2019/03/28,Active,022,Dialog,N/A,RETAIL-12022019,N,N
300316606,2772,Ms,Horana,Western,Kalutara,Sri Lanka,44511,Individual,Male,1974/11/15,N/APPLICABLE,N,Single,Account Representative II,N,093,B+,Normal,22,475,52,Not Updated,165.51.174.130,No,LK,Active,132.146.90.73,2018/05/18,Not Registered,018,No Provider,N/A,N/A,N,Y
300316615,2775,Rev,Wattegama,Uva,Moneragala,Sri Lanka,7505,Individual,Male,1986/01/15,N/APPLICABLE,N,Married,Compensation Analyst,N,114,,Normal,22,21,52,Not Updated,226.94.210.206,No,LK,Active,175.210.247.169,2018/11/09,Active,052,Dialog,N/A,RETAIL-12022019,N,N
300316624,2772,Ms,Minuwangoda,Western,Gampaha,Sri Lanka,68117,Individual,Male,1970/08/28,N/APPLICABLE,N,Married,Legal Assistant,N,044,,Normal,22,21,52,Not Updated,32.215.175.90,No,LK,Active,194.57.12.21,2019/03/07,Active,051,Dialog,N/A,RETAIL-12022019,N,Y
300316633,2773,Rev,Bandarawela,Uva,Badulla,Sri Lanka,60208,Individual,Female,1977/06/29,N/APPLICABLE,N,Single,Help Desk Operator,N,010,,Normal,22,21,52,Not Updated,186.189.236.27,No,LK,Active,113.184.119.136,2019/02/08,Not Registered,023,No Provider,N/A,N/A,N,N
300316642,2776,Dr,Kuliyapitiya,North Western,Kurunegala,Sri Lanka,10310,Individual,Male,1997/09/21,N/APPLICABLE,N,,Speech Pathologist,N,094,,Normal,22,475,52,Not Updated,191.66.152.56,No,LK,Active,203.133.177.73,2018/07/24,Active,019,Dialog,N/A,RETAIL-12022019,N,Y
300316651,2773,Mr,Haputale,Uva,Badulla,Sri Lanka,64114,Individual,Female,1973/07/05,N/APPLICABLE,N,Married,Information Systems Manager,N,115,A+,Normal,22,475,52,Not Updated,202.49.110.210,No,LK,Active,128.58.7.6,2018/11/19,Active,053,Dialog,N/A,RETAIL-12022019,N,N
300316660,2774,Mr,Talawakele,Central,Nuwara Eliya,Sri Lanka,44118,Individual,Male,1984/01/02,N/APPLICABLE,N,Single,Analog Circuit Design manager,N,045,C+,Normal,22,22,52,Not Updated,45.19.132.182,No,LK,Active,242.141.72.95,2018/08/13,Not Registered,052,No Provider,N/A,N/A,N,N
300316669,2777,Mrs,Harispattuwa,Central,Kandy,Sri Lanka,32220,Individual,Male,1977/11/08,N/APPLICABLE,N,Single,Biostatistician I,N,011,B+,Normal,22,22,52,Not Updated,234.77.247.68,No,LK,Active,183.154.162.173,2018/10/16,Active,024,Dialog,N/A,RETAIL-12022019,N,N
300316678,2774,Rev,Kadugannawa,Central,Kandy,Sri Lanka,20525,Individual,Female,1999/01/01,N/APPLICABLE,N,Married,Food Chemist,N,095,,Normal,22,22,52,Not Updated,124.208.106.45,No,LK,Active,192.224.144.13,2018/10/26,Active,020,Dialog,N/A,RETAIL-12022019,N,Y
300316687,2775,Honorable,Embilipitiya,Sabaragamuwa,Ratnapura,Sri Lanka,90025,Individual,Male,1996/04/10,N/APPLICABLE,N,Married,Sales Associate,N,116,,Normal,22,476,52,Not Updated,218.161.146.86,No,LK,Active,249.26.135.200,2018/06/02,Not Registered,054,No Provider,N/A,N/A,N,Y
300316696,2778,Mrs,,,,,20210,Individual,Male,2000/02/04,N/APPLICABLE,N,Single,Developer III,N,043,B+,Normal,22,476,52,Not Updated,42.93.123.251,No,LK,Active,197.125.87.192,2018/11/26,Active,053,Dialog,N/A,RETAIL-12022019,N,Y
300316705,2775,Dr,,,,,40596,Individual,Male,1995/12/24,N/APPLICABLE,N,,Electrical Engineer,N,009,,Normal,22,22,52,Not Updated,193.65.194.134,No,LK,Active,90.234.143.168,2018/05/22,Active,025,Dialog,N/A,RETAIL-12022019,N,N
300316714,2769,Mr,Colombo,Western,Colombo,Sri Lanka,39404,Individual,Male,1973/03/09,N/APPLICABLE,N,Married,Human Resources Assistant III,N,093,,Normal,22,22,52,Not Updated,108.27.196.89,No,LK,Active,30.44.90.248,2018/04/10,Not Registered,021,No Provider,N/A,N/A,N,Y
300316723,2770,Mrs,Dehiwala-Mount Lavinia,Western,Colombo,Sri Lanka,87110,Individual,Female,1990/09/23,N/APPLICABLE,N,Single,Assistant Media Planner,N,114,,Normal,22,22,52,Not Updated,170.121.144.23,No,LK,Active,11.153.221.12,2019/03/12,Active,055,Dialog,N/A,RETAIL-12022019,N,N
300316732,2773,Ms,Moratuwa,Western,Colombo,Sri Lanka,1129,Individual,Female,1987/09/09,N/APPLICABLE,N,Single,Structural Analysis Engineer,N,044,,Normal,22,476,52,Not Updated,123.91.41.164,No,LK,Active,213.131.195.9,2018/05/03,Active,054,Dialog,N/A,RETAIL-12022019,N,Y
300316741,2770,Mr,Sri Jayawardenapura Kotte,Western,Colombo,Sri Lanka,70179,Individual,Female,1982/05/27,N/APPLICABLE,N,Married,Nurse Practicioner,N,010,A+,Normal,22,476,52,Not Updated,233.197.195.81,No,LK,Active,81.152.160.165,2018/06/16,Not Registered,026,No Provider,N/A,N/A,N,N
300316750,2771,Dr,Negombo,Western,Gampaha,Sri Lanka,97240,Individual,Male,1984/06/22,N/APPLICABLE,N,Married,Accounting Assistant IV,N,094,C+,Normal,22,23,52,Not Updated,95.229.87.74,No,LK,Active,108.219.99.221,2018/12/12,Active,022,Dialog,N/A,RETAIL-12022019,N,Y
300316759,2774,Dr,Kandy,Central,Kandy,Sri Lanka,83705,Individual,Male,1973/01/22,N/APPLICABLE,N,Single,Human Resources Assistant IV,N,115,B+,Normal,22,23,52,Not Updated,134.132.155.180,No,LK,Active,127.8.189.73,2018/05/16,Active,056,Dialog,N/A,RETAIL-12022019,N,N
300316768,2771,Dr,Kalmunai,Eastern,Ampara,Sri Lanka,55115,Individual,Female,1992/10/10,N/APPLICABLE,N,,Nurse,N,045,,Normal,22,23,52,Not Updated,94.85.139.71,No,LK,Active,57.189.225.165,2018/08/04,Not Registered,055,No Provider,N/A,N/A,N,Y
300316777,2772,Mrs,,,,,44310,Individual,Female,1978/09/02,N/APPLICABLE,N,Married,Librarian,N,011,,Normal,22,477,52,Not Updated,186.109.197.214,No,LK,Active,9.209.2.164,2018/11/07,Active,027,Dialog,N/A,RETAIL-12022019,N,N
300316786,2775,Ms,,,,,85053,Individual,Male,1997/02/15,N/APPLICABLE,N,Single,Tax Accountant,N,095,B+,Normal,22,477,52,Not Updated,197.205.99.149,No,LK,Active,194.239.123.102,2018/05/07,Active,023,Dialog,N/A,RETAIL-12022019,N,Y
300316795,2772,Dr,Vavuniya,Northern,Vavuniya,Sri Lanka,98008,Individual,Male,1979/03/11,N/APPLICABLE,N,Single,Safety Technician III,N,116,C+,Normal,22,23,52,Not Updated,150.138.253.35,No,LK,Active,255.134.141.139,2018/06/22,Active,057,Dialog,N/A,RETAIL-12022019,N,N
300316804,2773,Honorable,Galle,Southern,Galle,Sri Lanka,23605,Individual,Female,1995/02/28,N/APPLICABLE,N,,Structural Engineer,N,046,B+,Normal,22,23,52,Not Updated,71.62.19.178,No,LK,Active,47.86.106.31,2018/05/23,Not Registered,056,No Provider,N/A,N/A,N,N
300316813,2776,Mr,Trincomalee,Eastern,Trincomalee,Sri Lanka,55188,Individual,Female,1985/05/06,N/APPLICABLE,N,Single,Operator,N,012,,Normal,22,23,52,Not Updated,198.133.192.158,No,LK,Active,129.24.242.91,2018/11/30,Active,028,Dialog,N/A,RETAIL-12022019,N,N
300316822,2773,Honorable,Batticaloa,Eastern,Batticaloa,Sri Lanka,10275,Individual,Male,1978/01/02,N/APPLICABLE,N,,Statistician I,N,096,,Normal,22,477,52,Not Updated,247.117.46.133,No,LK,Active,197.76.33.100,2018/10/29,Active,024,Dialog,N/A,RETAIL-12022019,N,Y
300316831,2774,Honorable,Jaffna,Northern,Jaffna,Sri Lanka,32941,Individual,Female,1997/02/11,N/APPLICABLE,N,Married,Analyst Programmer,N,117,B+,Normal,22,477,52,Not Updated,153.85.84.85,No,LK,Active,18.233.68.36,2018/07/14,Not Registered,058,No Provider,N/A,N/A,N,Y
300316840,2777,Mrs,Katunayake,Western,Gampaha,Sri Lanka,20557,Individual,Female,1993/08/07,N/APPLICABLE,N,Single,Analyst Programmer,N,044,,Normal,22,24,476,Not Updated,91.54.144.153,No,LK,Active,103.190.132.132,2018/10/01,Active,057,Dialog,N/A,RETAIL-12022019,N,Y
300316849,2774,Rev,Dambulla,Central,Matale,Sri Lanka,214,Individual,Male,1999/03/10,N/APPLICABLE,N,Single,Product Engineer,N,010,,Normal,22,24,476,Not Updated,124.78.57.194,No,LK,Active,216.85.100.144,2018/10/05,Active,029,Dialog,N/A,RETAIL-12022019,N,N
300316858,2775,Mrs,Kolonnawa,Western,Colombo,Sri Lanka,90020,Individual,Female,1989/05/10,N/APPLICABLE,N,Married,Software Engineer III,N,094,,Normal,22,24,476,Not Updated,126.100.20.187,No,LK,Active,240.101.169.9,2018/06/24,Not Registered,025,No Provider,N/A,N/A,N,Y
